location,bhk,total_sqft,bath,price
other,1.0,750.0,1.0,25.0
7th Phase JP Nagar,3.0,1400.0,3.0,115.0
Poorna Pragna Layout,3.0,1270.0,2.0,50.79
Bannerghatta Road,2.0,1105.0,2.0,51.0
other,3.0,1375.0,2.0,85.0
Attibele,4.0,2168.0,4.0,95.0
Yelahanka,2.0,1065.0,2.0,40.84
other,3.0,3800.0,3.0,580.0
Whitefield,1.0,825.0,1.0,45.0
other,2.0,1095.0,2.0,40.0
other,3.0,720.0,3.0,65.0
other,3.0,1440.0,2.0,60.33
Electronic City,2.0,870.0,2.0,39.5
Panathur,2.0,1195.0,2.0,84.0
other,2.0,1200.0,2.0,49.5
Raja Rajeshwari Nagar,3.0,1530.0,3.0,61.2
Padmanabhanagar,3.0,1708.0,2.0,90.5
other,2.0,975.0,2.0,43.0
KR Puram,2.0,750.0,2.0,25.0
Iblur Village,3.0,1920.0,3.0,130.0
Thanisandra,2.0,1183.0,2.0,58.56
Kothanur,4.0,1140.0,4.0,90.0
Mico Layout,3.0,1550.0,2.0,65.0
Kaggadasapura,2.0,1110.0,2.0,53.0
Kaggadasapura,2.0,1105.0,2.0,38.67
Anekal,3.0,1800.0,3.0,68.0
Bommanahalli,2.0,1000.0,2.0,29.9
Prithvi Layout,2.0,1190.0,2.0,68.0
2nd Stage Nagarbhavi,4.0,1350.0,4.0,200.0
Hebbal,4.0,3067.0,4.0,230.0
Sarjapur  Road,3.0,1929.0,4.0,103.0
Ramamurthy Nagar,3.0,1525.0,3.0,100.0
Nehru Nagar,3.0,1775.0,3.0,110.0
Banashankari,2.0,1125.0,2.0,63.0
other,2.0,900.0,2.0,42.0
Sarjapur  Road,2.0,1155.0,2.0,58.0
Hulimavu,4.0,1200.0,4.0,75.0
Sonnenahalli,2.0,1268.0,2.0,73.0
other,3.0,1500.0,3.0,88.0
Electronic City,1.0,630.0,1.0,47.0
Seegehalli,3.0,1525.0,3.0,65.0
Kaggadasapura,2.0,1060.0,2.0,48.0
Lingadheeranahalli,3.0,1687.0,3.0,127.0
Thanisandra,3.0,1847.0,3.0,123.0
Begur Road,3.0,1410.0,2.0,53.0
7th Phase JP Nagar,2.0,1075.0,2.0,42.99
Rajaji Nagar,4.0,3526.0,4.0,492.0
BTM Layout,3.0,3000.0,3.0,338.0
Basavangudi,3.0,1500.0,2.0,143.0
other,2.0,1010.0,2.0,46.0
Haralur Road,3.0,1875.0,3.0,110.0
Kanakpura Road,2.0,983.0,2.0,50.6
Kasturi Nagar,2.0,1101.0,2.0,65.0
other,2.0,1140.0,2.0,76.0
Sarjapur  Road,2.0,1215.0,2.0,110.0
Kengeri Satellite Town,2.0,1007.0,2.0,42.0
Bellandur,3.0,2039.0,3.0,168.0
Ulsoor,3.0,1020.0,3.0,110.0
other,2.0,1198.0,2.0,84.0
other,4.0,4000.0,4.0,520.0
other,4.0,1470.0,4.0,34.5
other,2.0,1370.0,2.0,75.0
other,2.0,1316.0,2.0,55.5
Kaggadasapura,3.0,1350.0,3.0,55.5
other,2.0,1050.0,2.0,43.0
KR Puram,3.0,1128.0,3.0,47.405
Electronic City,2.0,921.0,2.0,34.0
Kundalahalli,2.0,1010.0,2.0,49.27
KR Puram,2.0,1015.0,2.0,43.0
TC Palaya,3.0,1200.0,2.0,66.5
Lakshminarayana Pura,2.0,1179.0,2.0,75.0
Anjanapura,4.0,1850.0,4.0,86.0
Kammasandra,2.0,870.0,2.0,24.0
Bellandur,3.0,1605.0,3.0,85.0
Banashankari Stage VI,4.0,2800.0,4.0,89.0
Malleshwaram,3.0,2475.0,4.0,320.0
other,2.0,3000.0,2.0,510.0
other,2.0,1000.0,1.0,55.0
Ramamurthy Nagar,2.0,1200.0,2.0,80.0
other,2.0,1200.0,2.0,125.0
Kammasandra,2.0,1200.0,2.0,66.0
other,2.0,1200.0,2.0,50.0
Hennur,2.0,1255.0,2.0,57.5
Hosur Road,2.0,1085.0,2.0,30.38
Kanakpura Road,3.0,1592.0,3.0,125.0
other,2.0,1313.0,2.0,58.27
Kogilu,3.0,1934.0,3.0,150.0
Harlur,2.0,1200.0,2.0,49.5
Old Madras Road,2.0,935.0,2.0,45.0
Bommasandra,2.0,877.0,2.0,30.0
other,2.0,936.0,2.0,42.0
Nagasandra,3.0,1470.0,2.0,110.0
other,1.0,1050.0,1.0,70.0
Hennur Road,2.0,1232.0,2.0,69.61
Ambedkar Nagar,3.0,2225.0,4.0,169.0
other,3.0,1200.0,2.0,80.0
Dasarahalli,3.0,1901.0,3.0,119.0
Sarjapur  Road,3.0,1819.0,3.0,100.0
other,3.0,1464.0,3.0,56.0
Banashankari,2.803743235117258,2400.0,2.6926096474673513,460.0
Old Madras Road,4.0,3715.0,6.0,200.5
9th Phase JP Nagar,4.0,5000.0,4.0,290.0
other,4.0,1200.0,4.0,169.0
other,2.0,1256.0,2.0,60.0
7th Phase JP Nagar,2.0,1100.0,2.0,44.0
TC Palaya,4.0,4800.0,3.0,302.0
Kothanur,3.0,1435.0,3.0,70.0
6th Phase JP Nagar,4.0,3245.0,4.0,250.0
Sarjapur  Road,3.0,1845.0,4.0,110.0
Jigani,3.0,2400.0,4.0,130.0
HSR Layout,2.0,1140.0,2.0,46.0
Ulsoor,2.0,1200.0,2.0,60.0
Talaghattapura,3.0,2254.0,3.0,170.0
Frazer Town,3.0,1750.0,3.0,150.0
other,2.0,1020.0,2.0,37.0
Bommanahalli,1.0,515.0,1.0,25.0
Lingadheeranahalli,3.0,1893.0,3.0,140.0
other,3.0,3025.0,3.0,500.0
other,2.0,830.0,2.0,34.0
Singasandra,2.0,600.0,2.0,36.5
Bisuvanahalli,3.0,1075.0,2.0,90.0
other,4.0,3200.0,4.0,1200.0
Kasavanhalli,2.0,1200.0,2.0,78.0
Sarjapur  Road,2.0,1233.0,2.0,77.65
Bannerghatta Road,2.0,1255.0,2.0,65.26
Begur Road,2.0,1200.0,2.0,37.8
Varthur,3.0,2145.0,3.0,175.0
Kothannur,2.0,740.0,2.0,34.0
Kengeri,3.0,1250.0,3.0,48.0
other,2.0,1210.0,2.0,40.0
Sarjapur  Road,3.0,1525.0,2.0,60.0
Kogilu,1.0,540.0,1.0,36.0
Tumkur Road,3.0,1240.0,2.0,84.0
Subramanyapura,3.0,1245.0,2.0,68.0
other,3.0,1865.0,3.0,350.0
Hosa Road,2.0,1104.0,2.0,36.43
Bisuvanahalli,3.0,1075.0,2.0,35.99
Nagavara,2.0,2200.0,2.0,55.0
Whitefield,2.0,1155.0,2.0,60.0
other,2.0,1520.0,2.0,62.0
Thigalarapalya,4.0,3122.0,6.0,245.0
Harlur,2.0,1290.0,2.0,85.0
other,3.0,2300.0,3.0,80.0
Kannamangala,4.0,3000.0,4.0,200.0
Whitefield,4.0,1559.6234104263974,4.0,270.0
other,1.0,400.0,1.0,14.0
Banashankari,3.0,1340.0,2.0,53.6
Malleshwaram,2.0,900.0,2.0,95.0
Hennur Road,2.0,987.0,2.0,49.0
Old Madras Road,3.0,1720.0,3.0,100.0
Hebbal,2.0,1040.0,2.0,50.0
Anandapura,2.0,900.0,2.0,64.0
Raja Rajeshwari Nagar,2.0,1030.0,2.0,50.0
Neeladri Nagar,3.0,2556.0,3.0,133.0
Basavangudi,3.0,1850.0,3.0,168.0
Kaval Byrasandra,4.0,750.0,4.0,110.0
Balagere,2.0,1028.0,2.0,31.86
7th Phase JP Nagar,2.0,1270.0,2.0,83.0
Sahakara Nagar,3.0,1655.0,3.0,115.0
Electronics City Phase 1,2.0,940.0,2.0,40.0
Domlur,2.0,1050.0,2.0,85.0
other,4.0,600.0,4.0,40.0
other,2.0,946.0,2.0,38.0
CV Raman Nagar,3.0,1726.0,3.0,145.0
Sarakki Nagar,3.0,2121.0,4.0,253.0
Vittasandra,2.0,1404.0,2.0,75.0
Sarjapur,3.0,1525.0,2.0,48.0
Kengeri,2.0,1025.0,2.0,57.0
other,2.0,860.0,1.0,43.0
Talaghattapura,3.0,1223.0,2.0,42.81
other,4.0,3750.0,3.0,550.0
Kothannur,2.0,1197.0,2.0,47.8
Garudachar Palya,2.0,1150.0,2.0,52.75
other,4.0,4800.0,5.0,629.0
R.T. Nagar,2.0,1040.0,2.0,46.0
Banashankari,2.0,1310.0,2.0,80.0
Uttarahalli,3.0,1788.0,3.0,98.34
Raja Rajeshwari Nagar,2.0,1144.0,2.0,38.55
Anjanapura,2.0,1070.0,2.0,39.0
other,2.0,1200.0,2.0,70.0
Ambedkar Nagar,3.0,1862.0,3.0,120.0
Margondanahalli,2.0,1200.0,2.0,58.5
Begur Road,2.0,970.0,2.0,27.0
Kasavanhalli,3.0,1646.0,3.0,79.5
Sarjapur  Road,4.0,4395.0,4.0,242.0
Iblur Village,3.0,1995.0,3.0,135.0
1st Block Jayanagar,4.0,2400.0,4.0,450.0
Hosakerehalli,2.0,1085.0,2.0,47.74
Budigere,2.0,1139.0,2.0,56.8
Haralur Road,2.0,1092.0,2.0,44.0
Pattandur Agrahara,3.0,1767.0,3.0,98.0
other,3.0,1700.0,3.0,80.0
Bellandur,3.0,1692.0,3.0,88.0
6th Phase JP Nagar,3.0,1645.0,3.0,100.0
Uttarahalli,3.0,1345.0,2.0,57.0
other,2.0,1100.0,2.0,60.0
Gollarapalya Hosahalli,3.0,1408.0,3.0,62.0
Banashankari Stage III,4.0,2400.0,4.0,240.0
Kadugodi,4.0,1920.0,4.0,200.0
Thigalarapalya,3.0,2072.0,4.0,150.0
Malleshwaram,2.0,1420.0,2.0,158.0
Electronics City Phase 1,3.0,2040.0,3.0,137.0
Sarjapur  Road,3.0,1220.0,3.0,56.0
8th Phase JP Nagar,4.0,1200.0,4.0,145.0
other,2.0,1300.0,2.0,79.0
Electronics City Phase 1,2.0,1150.0,2.0,39.0
KR Puram,2.0,1470.0,2.0,86.0
Hosa Road,2.0,1063.0,2.0,31.9
other,2.0,1311.0,2.0,48.0
other,4.0,3500.0,4.0,350.0
Nagarbhavi,4.0,600.0,2.0,100.0
other,3.0,1400.0,2.0,55.0
Kanakpura Road,2.0,2200.0,2.0,62.0
Thanisandra,3.0,1430.0,2.0,56.0
Vidyaranyapura,2.0,1060.0,2.0,55.0
other,3.0,1000.0,2.0,110.0
Sector 7 HSR Layout,3.0,1760.0,3.0,145.0
Whitefield,3.0,2010.0,3.0,92.0
Kanakpura Road,3.0,1480.0,2.0,64.23
8th Phase JP Nagar,3.0,1230.0,2.0,43.5
Gottigere,3.0,1300.0,3.0,65.0
other,4.0,800.0,4.0,120.0
Frazer Town,4.0,4850.0,6.0,385.0
Singasandra,2.0,1100.0,2.0,52.0
Harlur,3.0,1752.12,3.0,116.0
Marathahalli,2.0,957.0,2.0,46.9
Balagere,1.0,790.0,1.0,41.9
other,3.0,1942.0,3.0,102.0
other,2.0,1000.0,2.0,53.0
Yeshwanthpur,1.0,668.0,1.0,36.85
Nagarbhavi,3.0,600.0,2.0,80.0
Uttarahalli,2.0,1089.0,2.0,43.55
Thanisandra,3.0,1800.0,3.0,90.0
Yelahanka New Town,1.0,960.0,2.0,18.0
Yelahanka,2.0,1036.0,2.0,39.35
Marathahalli,3.0,1583.0,3.0,105.0
7th Phase JP Nagar,4.0,3300.0,4.0,150.0
Padmanabhanagar,2.0,1100.0,2.0,65.0
Thyagaraja Nagar,1.0,800.0,1.0,100.0
Vittasandra,2.0,1246.0,2.0,65.0
Dodda Nekkundi,2.0,850.0,2.0,28.0
Raja Rajeshwari Nagar,2.0,1196.0,2.0,51.51
Thanisandra,3.0,1697.0,3.0,114.0
TC Palaya,2.0,1000.0,2.0,64.0
HRBR Layout,3.0,1567.0,3.0,90.0
Anekal,2.0,1200.0,1.0,36.0
Sarjapur  Road,4.0,3750.0,6.0,290.0
other,2.0,950.0,2.0,45.0
other,2.0,1022.0,2.0,52.0
Kammasandra,2.0,1018.0,2.0,23.45
other,4.0,2000.0,3.0,25.0
Bharathi Nagar,2.0,1322.0,2.0,68.0
Marsur,4.0,1800.0,4.0,145.0
Doddakallasandra,3.0,1460.0,2.0,58.39
other,2.0,990.0,2.0,44.55
other,3.0,2400.0,3.0,260.0
Whitefield,3.0,1635.0,2.0,85.0
Rajaji Nagar,4.0,3526.0,4.0,558.0
Padmanabhanagar,4.0,3400.0,3.0,210.0
other,3.0,2770.0,3.0,460.0
EPIP Zone,4.0,3035.0,5.0,200.0
other,3.0,1533.0,3.0,85.0
Akshaya Nagar,3.0,1720.0,3.0,134.0
Frazer Town,3.0,2000.0,3.0,200.0
Yeshwanthpur,2.0,1185.0,2.0,75.84
Varthur Road,2.0,900.0,2.0,27.0
Attibele,1.0,395.0,1.0,10.25
Electronic City Phase II,2.0,1031.0,2.0,56.35
Thanisandra,4.0,2650.0,4.0,240.0
Uttarahalli,3.0,1330.0,2.0,46.55
Hennur,2.0,1259.0,2.0,57.0
Raja Rajeshwari Nagar,3.0,1570.0,3.0,88.0
Bisuvanahalli,3.0,1075.0,2.0,36.0
Whitefield,2.0,1216.0,2.0,79.0
Sarjapur  Road,3.0,1428.0,2.0,66.0
Begur Road,2.0,1160.0,2.0,40.59
other,3.0,600.0,2.0,110.0
other,3.0,1475.0,3.0,70.0
Harlur,3.0,1754.0,3.0,135.0
Rayasandra,3.0,1639.0,3.0,83.0
Hennur Road,3.0,1804.0,3.0,102.0
Whitefield,3.0,1200.0,3.0,56.2
other,2.0,1135.0,2.0,55.0
Begur Road,2.0,1260.0,2.0,46.62
Hennur Road,3.0,2160.0,3.0,160.0
Rachenahalli,2.0,1220.0,2.0,59.5
Margondanahalli,2.0,1200.0,2.0,67.0
Yelahanka,2.0,1300.0,2.0,65.0
Cox Town,1.0,605.0,1.0,29.0
Bhoganhalli,2.0,1444.0,2.0,75.97
Amruthahalli,2.0,924.0,2.0,45.0
Kaikondrahalli,2.0,1000.0,2.0,30.0
Vishveshwarya Layout,4.0,600.0,4.0,95.0
other,3.0,1200.0,3.0,225.0
Bisuvanahalli,2.0,845.0,2.0,29.0
Kanakpura Road,2.0,700.0,2.0,35.0
Kothanur,2.0,1187.0,2.0,58.0
Kaggadasapura,3.0,1625.0,3.0,55.0
 Devarachikkanahalli,2.0,1200.0,2.0,83.0
other,2.0,1452.55,2.0,110.0
other,3.0,2357.0,3.0,151.0
Kaval Byrasandra,2.0,1200.0,2.0,49.5
Budigere,2.0,1139.0,2.0,56.85
Basavangudi,1.0,600.0,1.0,97.5
Kanakpura Road,3.0,1660.0,3.0,75.0
other,2.0,1170.0,2.0,105.0
Somasundara Palya,2.0,1448.0,2.0,68.0
Kadugodi,3.0,1762.0,3.0,110.0
Kaggadasapura,2.0,1105.0,2.0,38.65
Yelahanka,3.0,1825.0,3.0,105.0
other,1.0,296.0,1.0,22.89
Thanisandra,2.0,1185.0,2.0,43.0
Electronic City Phase II,3.0,1320.0,2.0,38.12
Hulimavu,2.0,1058.0,2.0,48.0
Bellandur,2.0,1220.0,2.0,60.0
Sarjapur,2.0,925.0,2.0,25.0
Old Madras Road,2.0,1200.0,2.0,72.0
Kengeri,3.0,1160.0,2.0,40.6
Kengeri Satellite Town,3.0,600.0,4.0,72.0
other,3.0,1411.0,3.0,91.72
Bannerghatta Road,3.0,1550.0,3.0,78.0
Green Glen Layout,4.0,3250.0,4.0,230.0
Haralur Road,3.0,2475.0,4.0,130.0
Jakkur,4.0,3181.0,2.6926096474673513,260.5
7th Phase JP Nagar,4.0,2503.0,4.0,188.0
Marathahalli,4.0,2524.0,5.0,190.0
Kaggadasapura,2.0,1063.0,2.0,42.0
Kanakpura Road,2.0,1077.0,2.0,37.7
other,2.0,1200.0,3.0,44.0
Hosakerehalli,4.0,1500.0,3.0,70.0
Jalahalli,2.0,1045.0,2.0,76.77
Kanakapura,3.0,1290.0,2.0,45.15
Hoodi,2.0,1400.0,2.0,78.0
Begur Road,3.0,1600.0,3.0,58.14
other,3.0,3095.0,3.0,375.0
Nagavara,3.0,1545.0,2.0,58.0
Sarjapur  Road,3.0,1680.0,3.0,112.0
other,2.0,1350.0,2.0,67.5
Gottigere,2.0,950.0,2.0,38.0
Thanisandra,2.0,1050.0,2.0,45.0
Banashankari Stage V,3.0,1305.0,2.0,49.0
Hosakerehalli,4.0,800.0,4.0,120.0
other,3.0,1100.0,3.0,78.0
Begur Road,3.0,1634.0,3.0,83.33
Prithvi Layout,2.0,1352.0,2.0,85.0
Balagere,2.0,1145.0,2.0,65.0
other,2.0,1240.0,2.0,43.79
7th Phase JP Nagar,3.0,2200.0,3.0,190.0
Bommasandra Industrial Area,2.0,1020.0,2.0,39.0
other,4.0,3600.0,4.0,365.0
Raja Rajeshwari Nagar,2.0,1168.0,2.0,61.0
Electronic City Phase II,2.0,1205.0,2.0,75.0
Yeshwanthpur,2.0,1195.0,2.0,100.0
CV Raman Nagar,2.0,1028.0,2.0,49.0
other,2.0,1175.0,2.0,48.27
Pai Layout,3.0,1550.0,2.0,90.0
Yeshwanthpur,3.0,1826.0,3.0,165.0
Yelahanka,3.0,1603.0,3.0,96.0
Marathahalli,3.0,1350.0,3.0,72.0
KR Puram,1.0,714.0,1.0,28.0
Whitefield,2.0,1215.0,2.0,65.0
Malleshpalya,3.0,1405.0,2.0,77.0
KR Puram,2.0,1142.0,2.0,51.0
other,4.0,4000.0,4.0,170.0
Whitefield,3.0,1870.0,3.0,90.0
Subramanyapura,2.0,1313.0,2.0,73.0
other,3.0,1945.0,3.0,120.0
Thanisandra,3.0,1573.0,3.0,95.0
Sarjapur  Road,2.0,1255.0,2.0,92.0
Benson Town,4.0,1400.0,3.0,91.15
Kannamangala,2.0,1235.0,2.0,43.63
Sarjapur  Road,3.0,1380.0,2.0,52.0
Vittasandra,2.0,1238.0,2.0,67.0
other,3.0,1465.0,2.0,74.72
Thigalarapalya,2.0,1418.0,2.0,103.0
other,3.0,1650.0,3.0,165.0
other,1.0,351.0,1.0,16.0
Uttarahalli,2.0,1279.0,2.0,48.0
Kasavanhalli,3.0,1870.0,3.0,200.0
other,4.0,1500.0,5.0,230.0
Hebbal,3.0,2526.0,2.0,250.0
other,3.0,1550.0,2.0,150.0
Rajaji Nagar,4.0,3539.0,2.6926096474673513,424.5
Uttarahalli,3.0,1845.0,2.0,68.27
other,3.0,1360.0,2.0,59.27
other,3.0,1150.0,2.0,75.0
Whitefield,2.0,1260.0,2.0,49.5
other,3.0,1200.0,3.0,74.0
Dasanapura,2.0,965.0,2.0,42.5
Hoodi,3.0,1350.0,2.0,48.0
Bhoganhalli,2.0,1447.0,2.0,75.97
other,3.0,1229.0,3.0,86.03
Kudlu,2.0,1027.0,2.0,43.0
Gottigere,2.0,1153.0,2.0,48.5
Whitefield,4.0,2856.0,5.0,145.5
Malleshpalya,2.0,1065.0,2.0,50.0
other,2.0,1030.0,2.0,61.0
Mallasandra,2.0,1340.0,2.0,61.0
Marathahalli,4.0,4000.0,5.0,212.0
other,1.0,600.0,1.0,32.0
Begur Road,3.0,1410.0,2.0,44.42
Varthur,2.0,1055.0,2.0,45.35
Yelahanka,2.0,1304.0,2.0,79.0
other,4.0,2720.0,4.0,485.0
Kammasandra,2.0,990.0,2.0,31.5
7th Phase JP Nagar,2.0,1035.0,2.0,39.33
Tumkur Road,1.0,700.0,1.0,30.09
Sonnenahalli,2.0,1120.0,2.0,43.0
Haralur Road,2.0,1300.0,2.0,73.0
Tumkur Road,2.0,1239.0,2.0,82.0
Sarjapur  Road,3.0,1403.0,3.0,51.63
Hosa Road,2.0,1365.0,2.0,92.0
other,2.0,1165.0,2.0,135.0
Subramanyapura,3.0,1130.0,2.0,45.19
Green Glen Layout,3.0,1776.42,3.0,105.0
Vidyaranyapura,4.0,900.0,4.0,175.0
Haralur Road,2.0,1194.0,2.0,47.0
other,2.0,1107.0,2.0,33.0
Nagavara,3.0,2319.0,3.0,180.0
other,3.0,1520.0,3.0,80.0
Kannamangala,3.0,1536.0,3.0,89.0
other,4.0,3000.0,4.0,240.0
other,2.0,1050.0,2.0,38.0
Hoodi,3.0,1850.0,3.0,146.0
Billekahalli,2.0,1112.0,2.0,62.0
Marathahalli,3.0,1535.0,3.0,72.5
Kanakpura Road,2.0,1050.0,2.0,35.0
Banashankari,4.0,2400.0,3.0,370.0
7th Phase JP Nagar,3.0,1250.0,3.0,65.0
Kalena Agrahara,2.0,1187.0,2.0,52.0
9th Phase JP Nagar,2.0,1164.0,2.0,56.0
Electronic City Phase II,3.0,1395.0,2.0,62.78
Arekere,3.0,2072.0,3.0,108.0
Kanakpura Road,3.0,1450.0,3.0,60.91
Bannerghatta Road,3.0,1550.0,3.0,82.0
other,2.0,1315.0,2.0,90.0
Hebbal,4.0,3067.0,4.0,230.0
other,2.0,1210.0,2.0,72.0
Bisuvanahalli,3.0,1075.0,2.0,47.0
other,3.0,1215.0,3.0,42.2
Kaggadasapura,3.0,1470.0,2.0,75.0
other,4.0,30000.0,4.0,2100.0
Hosur Road,3.0,1590.0,2.0,125.0
Kanakpura Road,2.0,1050.0,2.0,36.75
Raja Rajeshwari Nagar,2.0,1306.0,2.0,55.91
Malleshwaram,3.0,2000.0,3.0,250.0
other,3.0,1445.0,3.0,64.0
Sarjapur  Road,3.0,1220.0,3.0,58.0
Sarjapur,4.0,3190.0,3.0,160.0
Ramagondanahalli,2.0,1215.0,2.0,51.26
Budigere,3.0,1920.0,2.0,88.0
Dodda Nekkundi,2.0,1390.0,2.0,60.0
Battarahalli,3.0,800.0,2.0,75.0
Nagarbhavi,3.0,600.0,3.0,100.0
Hoodi,2.0,1196.0,2.0,71.74
Bannerghatta Road,3.0,1550.0,2.0,75.0
Thigalarapalya,2.0,1418.0,2.0,101.0
Varthur Road,3.0,1655.0,3.0,115.0
KR Puram,2.0,1115.0,2.0,33.45
other,2.0,1170.0,2.0,68.0
Anekal,2.0,1035.0,2.0,38.3
Singasandra,3.0,1306.0,2.0,58.0
Kengeri,2.0,750.0,2.0,22.0
Thanisandra,3.0,1917.0,3.0,122.0
Kaggadasapura,3.0,1615.0,3.0,58.0
Marathahalli,2.0,1071.0,2.0,52.25
Koramangala,2.0,1325.0,2.0,119.0
5th Phase JP Nagar,3.0,1400.0,2.0,88.0
Tumkur Road,2.0,1246.0,2.0,82.0
Sarjapur,2.0,1215.0,2.0,40.0
Munnekollal,2.0,1200.0,2.0,49.5
other,4.0,450.0,3.0,53.0
Kodigehaali,2.0,1200.0,2.0,60.0
Kaval Byrasandra,2.0,945.0,2.0,50.0
Benson Town,4.0,4460.0,5.0,650.0
Hormavu,2.0,1175.0,2.0,52.0
Whitefield,2.0,920.0,2.0,63.0
Hosakerehalli,4.0,3024.0,5.0,350.0
other,2.0,1600.0,2.0,110.0
Sanjay nagar,4.0,750.0,2.0,110.0
other,4.0,2400.0,4.0,700.0
other,2.0,955.0,1.0,34.01
Ardendale,3.0,1750.0,3.0,100.0
Uttarahalli,3.0,1425.0,2.0,64.0
Basavangudi,3.0,2150.0,3.0,265.0
Whitefield,2.0,1165.0,2.0,40.5
Kaggadasapura,2.0,1050.0,2.0,48.0
other,3.0,1370.0,2.0,75.0
Electronic City,3.0,1374.0,2.0,72.0
Harlur,3.0,1754.0,3.0,124.0
Kothanur,3.0,1847.0,3.0,110.0
Ambedkar Nagar,3.0,1850.0,4.0,139.0
Chikka Tirupathi,3.0,3297.0,3.0,135.0
other,2.0,1187.0,2.0,45.0
Bommasandra Industrial Area,3.0,1400.0,2.0,40.44
other,3.0,600.0,2.0,30.0
Chamrajpet,2.0,1350.0,2.0,180.0
Doddaballapur,3.0,3000.0,2.0,120.0
Thanisandra,1.0,693.0,1.0,34.3
other,3.0,1980.0,3.0,224.0
KR Puram,2.0,1021.0,2.0,48.0
Thigalarapalya,2.0,1165.0,2.0,95.0
Horamavu Agara,3.0,1756.0,3.0,92.0
Bharathi Nagar,3.0,1739.0,3.0,105.0
Varthur,2.0,1280.0,2.0,65.0
Marathahalli,2.0,1215.0,2.0,58.86
Munnekollal,2.0,950.0,2.0,46.5
Kengeri,3.0,1082.0,2.0,49.0
7th Phase JP Nagar,2.0,1050.0,2.0,42.0
Devanahalli,2.0,1080.0,2.0,53.35
Arekere,2.0,1100.0,2.0,55.0
Ardendale,4.0,3200.0,4.0,205.0
Sarjapur  Road,2.0,1311.0,2.0,78.0
Raja Rajeshwari Nagar,3.0,1608.0,3.0,67.98
Begur Road,2.0,1160.0,2.0,36.0
Whitefield,2.0,1170.0,2.0,71.0
Kengeri,2.0,1155.0,2.0,40.6
Hebbal,3.0,1255.0,2.0,77.68
Rayasandra,2.0,1065.0,2.0,44.95
Neeladri Nagar,1.0,674.0,1.0,21.0
Ambedkar Nagar,3.0,1936.0,4.0,126.0
Sarakki Nagar,3.0,2289.0,3.0,260.0
other,2.0,1100.0,2.0,38.45
Ramagondanahalli,3.0,2257.0,4.0,157.0
Nagarbhavi,2.0,1055.0,2.0,55.0
Raja Rajeshwari Nagar,3.0,1530.0,3.0,51.87
other,3.0,1700.0,3.0,97.0
Raja Rajeshwari Nagar,3.0,1575.0,2.0,78.0
Frazer Town,3.0,3500.0,4.0,330.0
Rajiv Nagar,2.0,1263.0,2.0,93.32
KR Puram,3.0,1559.0,3.0,69.315
Kengeri Satellite Town,2.0,1043.0,2.0,65.0
Hennur,2.0,1255.0,2.0,53.5
JP Nagar,2.0,1352.0,2.0,93.865
Chandapura,1.0,590.0,1.0,13.57
Yelahanka,3.0,1550.0,3.0,120.0
Sarjapur  Road,3.0,1220.0,3.0,56.0
other,3.0,1900.0,3.0,160.0
other,3.0,1360.0,3.0,55.0
other,2.0,1100.0,2.0,75.0
8th Phase JP Nagar,3.0,1455.0,3.0,73.31
KR Puram,2.0,1035.0,2.0,40.5
Harlur,2.0,1152.0,2.0,69.0
Bellandur,2.0,1299.0,2.0,82.0
Sarjapur  Road,3.0,1157.0,2.0,75.0
Rachenahalli,2.0,1050.0,2.0,52.5
Pai Layout,2.0,1050.0,2.0,40.0
Vittasandra,2.0,1246.0,2.0,67.4
other,3.0,1929.0,3.0,115.0
Hennur,2.0,1285.0,2.0,60.0
Margondanahalli,3.0,1200.0,2.0,65.0
other,4.0,3161.0,4.0,214.0
BTM 2nd Stage,3.0,1850.0,3.0,170.0
Sompura,3.0,1025.0,2.0,37.0
Malleshwaram,2.0,1124.0,3.0,80.0
Balagere,2.0,1012.0,2.0,54.59
8th Phase JP Nagar,2.0,871.0,2.0,55.0
other,2.0,1020.0,2.0,40.0
Rachenahalli,3.0,1550.0,3.0,73.5
other,3.0,3515.0,3.0,420.0
Akshaya Nagar,3.0,1410.0,2.0,80.0
Chikka Tirupathi,4.0,3500.0,5.0,150.0
Whitefield,2.0,1118.0,2.0,75.0
Thanisandra,2.0,1098.0,2.0,68.0
Kanakapura,2.0,1130.0,2.0,45.2
Sarjapur  Road,2.0,1145.0,2.0,75.0
Kadugodi,3.0,950.0,3.0,80.0
other,2.0,1051.0,2.0,33.0
Marathahalli,2.0,1102.0,2.0,53.67
Jalahalli,2.0,1478.0,2.0,125.0
Chandapura,1.0,645.0,1.0,16.45
Hebbal,2.0,823.0,2.0,50.63
Abbigere,2.0,880.0,2.0,35.0
KR Puram,4.0,600.0,5.0,75.0
Budigere,3.0,1991.0,4.0,100.0
TC Palaya,3.0,1100.0,3.0,50.0
Gubbalala,3.0,1745.0,3.0,115.0
HAL 2nd Stage,2.0,1226.0,3.0,135.0
Begur Road,3.0,680.0,4.0,68.0
other,2.0,1100.0,2.0,70.0
Banashankari Stage VI,4.0,1200.0,4.0,195.0
5th Phase JP Nagar,2.0,1450.0,2.0,58.0
Singasandra,4.0,3366.0,4.0,120.0
Sahakara Nagar,2.0,1150.0,2.0,54.0
Kanakpura Road,3.0,1843.0,3.0,95.84
Banashankari Stage VI,4.0,2200.0,4.0,195.0
Bommanahalli,2.0,1090.0,3.0,44.0
